Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
CHINA|CENTRAL DE GUATEMALA|30/08/2012| 87112090|2012|ITALIKA|NEW CS125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|303708.07|36444.97|
CHINA|CENTRAL DE GUATEMALA|30/08/2012| 87112090|2012|ITALIKA|NEW CS125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|303708.07|36444.97|
CHINA|CENTRAL DE GUATEMALA|30/08/2012| 87112090|2012|ITALIKA|NEW CS125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|303708.07|36444.97|
JAPON|EL CARMEN|07/09/2012| 87043151|1986|TOYOTA|STANDARD 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|28279.89|3393.59|
ESTADOS UNIDOS|TECUN UMAN|07/09/2012| 87021080|1996|INTERNATIONAL|3800 DT466|7600|PESADO|BUS|OCASIONAL|DIESEL|54|3|5|37012.21|4441.47|
ESTADOS UNIDOS|PUERTO BARRIOS|07/09/2012| 87032363|2003|TOYOTA|RAV 4X4|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|25548.04|3065.76|
JAPON|TECUN UMAN|07/09/2012| 87032369|2003|MAZDA|PROTEGE5|2000|LIVIANO|CAMIONETILLA|OCASIONAL|GASOLINA|5|4|0|17184.24|2062.11|
JAPON|TECUN UMAN|07/09/2012| 87032369|2002|MAZDA|PROTEGE LX|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19066.89|2288.03|
JAPON|EL CARMEN|07/09/2012| 87112090|2002|YAMAHA|TT250|250|LIVIANO|MOTO|OCASIONAL|GASOLINA|1|0|0|10735.14|1288.22|
JAPON|EL CARMEN|07/09/2012| 87043151|1984|TOYOTA|STANDARD 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|26677.63|3201.32|
ESTADOS UNIDOS|EL CARMEN|07/09/2012| 87043151|1994|TOYOTA|4X2 DELUXE|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|18265.76|2191.89|
BRASIL|EL CARMEN|07/09/2012| 87113090|2003|HONDA|CRF230F3|223|LIVIANO|MOTO|OCASIONAL|GASOLINA|1|0|0|9213|1105.56|
JAPON|TECUN UMAN|07/09/2012| 87032363|2003|TOYOTA|RAV4  4WD|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|36323.23|4358.79|
ESTADOS UNIDOS|PUERTO BARRIOS|07/09/2012| 87032269|2007|HONDA|FIT|1500|LIVIANO|CAMIONETILLA|OCASIONAL|GASOLINA|5|4|0|24746.91|2969.63|
ESTADOS UNIDOS|TECUN UMAN|29/08/2012| 87163900|1994|COTTRELL|SIN LINEA|0|PESADO|TACUASINA|OCASIONAL|OTROS|0|0|20|19979.57|4635.26|
ESTADOS UNIDOS|TECUN UMAN|30/08/2012| 87042290|1988|INTERNATIONAL|1954|7600|PESADO|CAMION CHASIS|OCASIONAL|DIESEL|2|2|10|23150.93|2778.11|
JAPON|TECUN UMAN|31/08/2012| 87032369|2002|MAZDA|PROTEGE DX|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19225.69|2307.08|
ALEMANIA REP. FED.|TECUN UMAN|01/09/2012| 87032369|2005|AUDI|A4 1.8T QUATTRO|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|23515.72|2821.89|
JAPON|TECUN UMAN|01/09/2012| 87043151|1987|TOYOTA|4X2 STD|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|3|2|1|28283.53|3394.02|
ESTADOS UNIDOS|TECUN UMAN|03/09/2012| 87032269|2003|TOYOTA|COROLLA LE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|32890.23|3946.83|
ESTADOS UNIDOS|EL CARMEN|01/09/2012| 87043151|1993|FORD|RANGER SUPER CAB XLT 4X2|2300|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|17517.62|2102.11|
JAPON|EL CARMEN|05/09/2012| 87043151|1988|TOYOTA|DLX 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|29740.78|3568.89|
BRASIL|CENTRAL DE GUATEMALA|06/09/2012| 87032369|2012|VOLKSWAGEN|GOL SEDAN|1600|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|77029.15|9243.5|
JAPON|EL CARMEN|28/08/2012| 87043151|1991|TOYOTA|4X2 XTRA CAB DLX|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|22199.89|2663.99|
ESTADOS UNIDOS|TECUN UMAN|23/08/2012| 87043151|2003|TOYOTA|TACOMA DOUBLE CAB SR5 4X4|3400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|4|1|30244.58|3629.35|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|WU650L-HKMMJ3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|3.4|834887.39|100186.49|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|WU650L-HKMMJ3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|3.4|834887.39|100186.49|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|WU650L-HKMMJ3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|3.4|834887.39|100186.49|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|WU650L-HKMMJ3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|3.4|834887.39|100186.49|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|WU650L-HKMMJ3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|3.4|834887.39|100186.49|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|WU710L-HKMQJ3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|3.4|686158.32|82339|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|WU710L-HKMQJ3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|3.4|686158.32|82339|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|WU710L-HKMQJ3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|3.4|686158.32|82339|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|WU710L-HKMQJ3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|3.4|686158.32|82339|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|XZU710L-HKFQL3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|3.4|189165.5|22699.86|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|XZU710L-HKFTL3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|6|201400.01|24168|
JAPON|PUERTO QUETZAL|26/08/2012| 87042199|2013|HINO|XZU720L-HKFTL3|4009|PESADO|CAMION|DISTRIBUIDOR|DIESEL|3|2|6|203681|24441.72|
JAPON|EL CARMEN|27/08/2012| 87043151|1986|TOYOTA|STD 4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|27731.91|3327.83|
ESTADOS UNIDOS|PUERTO BARRIOS|28/08/2012| 87032379|2007|MAZDA|3|2300|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|30858.25|3702.99|
ESTADOS UNIDOS|TECUN UMAN|28/08/2012| 87163900|1994|GREAT DANE|SIN LINEA|0|PESADO|FURGON|OCASIONAL|OTROS|0|2|15|30233.01|7014.06|
TAILANDIA|CENTRAL DE GUATEMALA|30/08/2012| 87033370|2013|TOYOTA|FORTUNER|2982|LIVIANO|CAMIONETA|DISTRIBUIDOR|DIESEL|7|5|0|198233.79|23788.05|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|29/08/2012| 87032379|2006|VOLVO|S40|2400|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|24260.9|2911.31|
JAPON|EL CARMEN|29/08/2012| 87043151|1991|TOYOTA|4X2 XTRA CAB DLX|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|22239.16|2668.7|
JAPON|CENTRAL DE GUATEMALA|30/08/2012| 87032369|2012|TOYOTA|COROLLA|1798|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|111227.52|13347.3|
ESTADOS UNIDOS|PUERTO BARRIOS|29/08/2012| 87032269|2002|TOYOTA|ECHO|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|17719.97|2126.4|
CANADA|TECUN UMAN|29/08/2012| 87012000|2000|INTERNATIONAL|9900i 6X4|12700|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|73892.69|8867.12|
JAPON|CENTRAL DE GUATEMALA|30/08/2012| 87021070|2012|TOYOTA|HI ACE|2494|PESADO|MICROBUS|DISTRIBUIDOR|DIESEL|15|4|0|248269.92|29792.39|
JAPON|CENTRAL DE GUATEMALA|30/08/2012| 87021070|2012|TOYOTA|HI ACE|2494|PESADO|MICROBUS|DISTRIBUIDOR|DIESEL|15|4|0|248269.92|29792.39|
ESTADOS UNIDOS|EL CARMEN|29/08/2012| 87043151|2004|NISSAN|CREW CAB FRONTIER XE 4X4|3300|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|4|1|75557.65|9066.92|
JAPON|EL CARMEN|05/09/2012| 87032379|2002|MITSUBISHI|MONTERO SPORT ES 4X2|3000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|19816.94|2378.03|
JAPON|EL CARMEN|05/09/2012| 87032369|2002|MAZDA|PROTEGE LX SEDAN|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|23612.52|2833.5|
JAPON|EL CARMEN|02/09/2012| 87112090|2002|HONDA|XR70R|72|LIVIANO|MOTO|OCASIONAL|GASOLINA|1|0|0|5163.93|619.67|
BRASIL|EL CARMEN|02/09/2012| 87112090|2005|HONDA|CRF230FA|230|LIVIANO|MOTO|OCASIONAL|GASOLINA|1|0|0|13783.71|1654.05|
ESTADOS UNIDOS|EL CARMEN|02/09/2012| 87043151|1996|TOYOTA|TACOMA XTRACAB SR5 4X4|3400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|40159.45|4819.13|
JAPON|EL CARMEN|02/09/2012| 87032470|2002|MITSUBISHI|MONTERO 4X4 LIMITED|3500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|7|5|0|32056.06|3846.73|
JAPON|EL CARMEN|02/09/2012| 87043151|1990|TOYOTA|DLX 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|31817.72|3818.13|
JAPON|EL CARMEN|02/09/2012| 87032369|2002|SUZUKI|AERIO SX|2000|LIVIANO|CAMIONETILLA|OCASIONAL|GASOLINA|5|4|0|12274.25|1472.91|
JAPON|EL CARMEN|02/09/2012| 87112090|2003|YAMAHA|TTR125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|1|0|0|7070.61|848.47|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|AX100|100|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|348209.64|41785.16|
ESTADOS UNIDOS|TECUN UMAN|27/08/2012| 87043151|2000|NISSAN|FRONTIER SE CREW CAB 4X4|3300|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|4|1|56785.14|6814.22|
JAPON|EL CARMEN|27/08/2012| 87043151|1992|TOYOTA|STANDARD 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|30896.75|3707.61|
JAPON|CENTRAL DE GUATEMALA|29/08/2012| 87032373|2013|SUZUKI|GRAND VITARA JLX 4X4 MT|2400|LIVIANO|JEEP|OCASIONAL|GASOLINA|5|5|0|261919.15|31430.3|
JAPON|CENTRAL DE GUATEMALA|29/08/2012| 87032373|2013|SUZUKI|GRAND VITARA JLX 4X4 MT|2400|LIVIANO|JEEP|OCASIONAL|GASOLINA|5|5|0|261919.15|31430.3|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|28/08/2012| 87112090|2012|HONDA|CB1|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|1247550.91|149706.11|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
CHINA|PUERTO QUETZAL|03/09/2012| 87112090|2013|SUZUKI|GN125H|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|254526.8|30543.22|
